sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,decile_score,priors_count,two_year_recid
Male,29,Hispanic,0,2,0,0,0,M,Disorderly Conduct,1,2,0,1
Male,25,Caucasian,0,4,0,0,1,M,Battery,1,4,1,1
Male,67,Caucasian,0,1,0,0,0,F,Cruelty Toward Child,0,1,0,0
Male,29,African-American,0,5,0,1,2,M,Agg Fleeing and Eluding,1,5,2,0
Female,53,African-American,0,2,0,0,3,F,Grand Theft in the 3rd Degree,0,2,3,0
Male,23,Caucasian,0,5,0,0,1,F,"Poss3,4 Methylenedioxymethcath",0,5,1,0
Male,49,African-American,0,1,0,0,0,F,Possession of Cocaine,0,1,0,0
Female,44,Caucasian,0,1,0,0,0,M,Driving Under The Influence,1,1,0,0
Female,55,Hispanic,0,1,0,0,0,F,Aggravated Battery / Pregnant,0,1,0,0
Male,26,African-American,1,8,0,0,10,F,Resist Officer w/Violence,1,8,10,1
Male,51,Caucasian,0,1,0,0,2,F,Grand Theft in the 3rd Degree,1,1,2,1
Male,46,African-American,0,1,0,0,0,M,Battery,1,1,0,0
Male,30,Caucasian,0,3,0,0,1,F,Possession of Cocaine,1,3,1,1
Female,48,African-American,0,6,0,0,0,F,Tampering With Physical Evidence,1,6,0,1
Male,77,African-American,0,1,0,0,1,M,Driving License Suspended,1,1,1,1
Male,21,African-American,0,10,2,2,2,F,Grand Theft in the 3rd Degree,1,10,2,1
Male,46,Caucasian,0,6,0,0,11,F,arrest case no charge,1,6,11,1
Male,54,African-American,0,3,0,0,4,F,Sex Batt Faml/Cust Vict 12-17Y,1,3,4,1
Male,54,Caucasian,0,2,0,0,3,F,Manufacture Cannabis,0,2,3,0
Male,26,African-American,0,9,0,0,15,F,arrest case no charge,0,9,15,0
Male,23,African-American,0,9,1,1,8,F,Burglary Structure Unoccup,1,9,8,1
Male,27,Hispanic,0,2,0,0,1,F,arrest case no charge,0,2,1,0
Male,39,Caucasian,0,2,0,0,2,F,arrest case no charge,0,2,2,0
Male,35,Hispanic,0,7,0,0,13,F,Driving While License Revoked,0,7,13,0
Male,29,African-American,0,1,0,0,1,M,Battery,1,1,1,1
Male,30,African-American,1,4,0,0,9,M,Viol Prot Injunc Repeat Viol,1,4,9,1
Male,41,African-American,0,3,0,0,6,F,Poss Cocaine/Intent To Del/Sel,1,3,6,0
Male,32,African-American,0,10,0,0,1,M,Battery,0,10,1,0
Male,48,African-American,0,6,0,0,12,M,arrest case no charge,0,6,12,0
Male,39,Caucasian,0,6,0,0,2,F,arrest case no charge,0,6,2,0
Male,52,African-American,0,6,0,0,0,M,Battery,1,6,0,1
Male,31,African-American,0,1,1,0,3,F,Grand Theft in the 3rd Degree,1,1,3,1
Male,22,Caucasian,0,5,0,3,1,F,Possession Of Alprazolam,1,5,1,1
Male,56,African-American,0,3,0,0,4,M,Battery,1,3,4,1
Female,46,Caucasian,0,1,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,1,0,0
Female,52,Caucasian,0,7,0,0,23,F,arrest case no charge,1,7,23,1
Male,29,African-American,0,4,0,0,7,F,Poss Tetrahydrocannabinols,1,4,7,1
Female,22,African-American,0,7,0,0,0,F,Grand Theft in the 3rd Degree,0,7,0,0
Male,32,Hispanic,0,1,0,0,1,F,Uttering Forged Credit Card,0,1,1,0
Male,39,African-American,0,4,0,0,8,F,Lewd or Lascivious Molestation,0,4,8,0
Male,35,African-American,0,6,0,0,9,F,Possession of Cannabis,0,6,9,0
Male,26,African-American,0,1,0,0,1,M,Battery,0,1,1,0
Male,27,African-American,0,2,0,0,1,F,Crim Use of Personal ID Info,1,2,1,0
Male,27,African-American,0,10,0,0,5,F,arrest case no charge,1,10,5,1
Female,34,Caucasian,0,9,0,0,10,F,Possession of Cocaine,1,9,10,1
Male,47,African-American,0,9,0,0,21,F,arrest case no charge,1,9,21,1
Male,27,African-American,0,2,0,0,2,M,Posses/Disply Susp/Revk/Frd DL,0,2,2,0
Male,27,Hispanic,0,6,0,0,6,F,arrest case no charge,1,6,6,0
Female,32,African-American,0,1,0,0,0,M,Battery,1,1,0,1
Male,28,Hispanic,0,8,0,0,8,M,Possess Cannabis/20 Grams Or Less,1,8,8,1
Male,25,African-American,0,9,0,1,5,F,arrest case no charge,1,9,5,1
Male,22,Caucasian,0,5,0,1,2,M,Battery,1,5,2,1
Male,43,Caucasian,0,2,0,0,4,M,Susp Drivers Lic 1st Offense,0,2,4,0
Male,52,African-American,0,9,0,0,7,F,Possession of Cocaine,1,9,7,1
Male,21,African-American,0,10,0,0,2,F,Tampering With Physical Evidence,1,10,2,1
Male,28,African-American,0,9,1,0,11,F,Burglary Conveyance Unoccup,1,9,11,1
Male,21,African-American,0,9,0,0,1,F,Carrying Concealed Firearm,1,9,1,1
Male,26,Hispanic,0,6,0,0,0,F,Grand Theft in the 3rd Degree,0,6,0,0
Male,23,Caucasian,0,4,1,0,4,M,Battery,1,4,4,1
Male,39,Hispanic,0,1,0,0,3,M,Battery,0,1,3,0
Male,31,African-American,0,1,0,0,1,M,Battery,0,1,1,0
Male,34,Caucasian,0,5,0,0,1,M,Battery,0,5,1,0
Male,32,African-American,0,4,0,0,0,M,Possession of Cannabis,0,4,0,0
Female,50,Caucasian,0,3,0,0,0,M,Driving Under The Influence,1,3,0,1
Male,27,African-American,0,5,0,0,1,M,Burglary Unoccupied Dwelling,0,5,1,0
Female,26,African-American,0,3,1,0,4,F,arrest case no charge,0,3,4,0
Male,27,African-American,1,5,0,0,4,F,Aggravated Assault W/Dead Weap,1,5,4,1
Male,29,Caucasian,0,3,0,0,0,F,Aggravated Assault W/dead Weap,1,3,0,1
Male,30,Caucasian,0,10,0,0,11,M,Reckless Driving,1,10,11,1
Male,58,African-American,0,1,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,1,0,0
Male,27,African-American,2,10,0,0,14,F,False Imprisonment,1,10,14,1
Male,28,African-American,0,5,0,0,5,F,Driving While License Revoked,1,5,5,1
Male,24,African-American,0,10,5,1,15,F,Deliver Cocaine,1,10,15,1
Male,45,African-American,0,1,0,0,1,F,arrest case no charge,1,1,1,1
Male,50,Caucasian,0,1,0,0,0,M,DUI - Enhanced,0,1,0,0
Female,30,African-American,0,9,0,0,15,F,Possession of Cocaine,1,9,15,1
Male,25,Hispanic,0,3,0,0,1,F,arrest case no charge,1,3,1,1
Male,46,Hispanic,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0,1,0,0
Male,43,Caucasian,0,1,0,0,0,F,Grand Theft in the 3rd Degree,1,1,0,1
Male,24,Caucasian,0,2,0,0,0,F,arrest case no charge,1,2,0,1
Male,34,African-American,0,7,0,0,10,F,Aggravated Assault W/dead Weap,0,7,10,0
Male,56,Hispanic,0,1,0,0,2,F,arrest case no charge,0,1,2,0
Male,26,Caucasian,0,2,0,0,2,F,Possession Burglary Tools,0,2,2,0
Male,31,Caucasian,0,1,0,0,0,F,Possession Of Methamphetamine,0,1,0,0
Male,23,African-American,0,3,0,3,1,F,Grand Theft in the 3rd Degree,1,3,1,1
Male,39,African-American,0,1,0,0,0,F,Kidnapping / Domestic Violence,0,1,0,0
Male,50,African-American,0,1,0,0,4,F,Driving While License Revoked,1,1,4,1
Female,22,African-American,0,6,0,0,0,M,Battery,0,6,0,0
Female,25,African-American,0,2,0,0,0,M,Battery,0,2,0,0
Female,21,African-American,0,9,1,0,2,F,Crimin Mischief Damage $1000+,0,9,2,0
Male,20,Caucasian,0,4,0,0,1,F,Possession of Cannabis,0,4,1,0
Male,54,African-American,0,5,0,0,12,M,Battery,1,5,12,1
Female,27,African-American,0,6,0,0,2,F,Felony Petit Theft,1,6,2,1
Male,45,Caucasian,0,5,0,0,5,F,Possession of Methadone,1,5,5,1
Male,34,African-American,3,7,1,0,13,F,arrest case no charge,1,7,13,1
Female,55,Caucasian,0,1,0,0,0,F,Battery on a Person Over 65,0,1,0,0
Male,24,African-American,0,2,0,0,0,M,Battery,0,2,0,0
Male,20,African-American,0,10,0,1,0,F,Possession of Cocaine,1,10,0,1
Male,37,African-American,0,5,0,0,5,M,Battery,1,5,5,1
Female,34,Caucasian,0,1,0,0,1,M,Battery,0,1,1,0
Female,41,African-American,0,6,0,0,2,F,Aggravated Assault W/dead Weap,1,6,2,1
Male,21,African-American,0,6,0,0,1,F,arrest case no charge,1,6,1,1
Male,22,African-American,0,3,0,0,3,F,Burglary Unoccupied Dwelling,1,3,3,1
Male,24,African-American,0,8,0,0,0,F,Grand Theft in the 3rd Degree,0,8,0,0
Male,42,Caucasian,0,4,0,0,8,F,Agg Fleeing and Eluding,0,4,8,0
Female,23,African-American,0,4,0,0,0,M,Battery,1,4,0,1
Female,40,African-American,0,1,0,0,1,F,Aggravated Assault W/dead Weap,0,1,1,0
Male,19,African-American,3,9,0,0,2,F,arrest case no charge,1,9,2,1
Male,20,Caucasian,0,4,0,0,0,M,Battery,0,4,0,0
Female,44,Caucasian,0,1,0,0,0,F,Grand Theft in the 3rd Degree,1,1,0,1
Male,20,African-American,0,4,0,0,0,M,Assault,1,4,0,0
Male,27,African-American,0,5,0,0,5,M,Driving License Suspended,0,5,5,0
Male,20,Caucasian,0,10,0,0,0,M,Battery,1,10,0,1
Male,20,African-American,0,6,0,0,0,F,Possession of Cannabis,0,6,0,0
Male,28,Caucasian,0,4,0,0,1,F,Poss Pyrrolidinovalerophenone,1,4,1,1
Male,29,African-American,0,7,0,0,9,F,arrest case no charge,1,7,9,1
Male,21,African-American,0,9,0,0,0,F,Felony Battery,1,9,0,1
Male,45,African-American,0,3,0,0,4,M,Driving License Suspended,1,3,4,1
Female,24,African-American,0,6,0,0,2,F,Grand Theft in the 3rd Degree,1,6,2,1
Male,60,African-American,0,4,0,0,15,F,Felony Battery (Dom Strang),1,4,15,1
Male,43,African-American,1,4,0,0,8,F,arrest case no charge,1,4,8,1
Male,21,Other,0,4,0,0,0,F,Possession of Cocaine,1,4,0,1
Female,24,African-American,0,5,0,0,0,F,Resist Officer w/Violence,0,5,0,0
Male,23,African-American,0,5,1,0,3,F,Possession Of Clonazepam,1,5,3,1
Male,27,Caucasian,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0,4,0,0
Male,24,Caucasian,0,4,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,4,0,0
Male,31,African-American,0,6,1,0,6,M,Battery,1,6,6,1
Male,22,African-American,0,4,0,0,0,F,Dealing in Stolen Property,1,4,0,1
Female,46,African-American,0,6,0,0,4,F,arrest case no charge,0,6,4,0
Male,53,African-American,0,9,0,0,3,M,arrest case no charge,0,9,3,0
Male,54,Caucasian,0,1,0,0,0,F,Battery on Law Enforc Officer,0,1,0,0
Female,37,Caucasian,0,2,0,0,5,F,Grand Theft in the 3rd Degree,1,2,5,1
Female,35,African-American,0,6,0,0,7,F,arrest case no charge,1,6,7,1
Female,53,African-American,0,5,0,0,0,F,Dealing in Stolen Property,0,5,0,0
Male,26,African-American,0,4,0,0,9,M,Petit Theft,1,4,9,1
Male,48,African-American,0,4,0,0,7,M,Susp Drivers Lic 1st Offense,1,4,7,1
Male,63,African-American,0,9,0,0,22,M,Trespass Struct/Convey Occupy,1,9,22,1
Female,56,African-American,0,1,0,0,2,M,Driving Under The Influence,1,1,2,1
Male,25,African-American,0,7,0,0,6,F,"Poss 3,4 MDMA (Ecstasy)",1,7,6,1
Female,49,Caucasian,0,1,0,0,0,F,Resist Officer w/Violence,0,1,0,0
Male,34,Caucasian,0,2,0,0,0,M,Susp Drivers Lic 1st Offense,1,2,0,1
Male,21,African-American,0,6,0,0,0,M,Battery,1,6,0,1
Male,23,Caucasian,0,6,0,0,0,F,Trespassing/Construction Site,1,6,0,1
Male,57,Caucasian,0,1,0,0,0,F,arrest case no charge,0,1,0,0
Male,29,Caucasian,0,5,1,0,8,F,arrest case no charge,1,5,8,1
Female,34,Other,0,2,0,0,0,F,Felony Battery (Dom Strang),1,2,0,0
Male,25,Caucasian,0,10,0,0,5,F,Possession of Oxycodone,1,10,5,1
Female,42,African-American,0,5,0,0,1,F,Felony Driving While Lic Suspd,0,5,1,0
Male,51,African-American,0,5,0,0,1,F,Possession of Cocaine,0,5,1,0
Male,26,African-American,0,7,0,0,7,F,Sell Cannabis,0,7,7,0
Male,31,Other,0,2,1,0,5,M,Battery,0,2,5,0
Male,34,African-American,0,8,1,0,9,F,arrest case no charge,0,8,9,0
Male,53,African-American,0,5,0,0,13,M,arrest case no charge,0,5,13,0
Female,43,African-American,0,7,0,0,6,F,Grand Theft in the 3rd Degree,0,7,6,0
Male,34,African-American,0,1,0,0,0,F,Carrying Concealed Firearm,0,1,0,0
Female,27,Caucasian,0,5,0,0,2,F,Grand Theft in the 3rd Degree,1,5,2,1
Male,51,African-American,0,1,0,0,0,M,Operating W/O Valid License,0,1,0,0
Male,26,Caucasian,0,4,0,0,1,M,Operating W/O Valid License,0,4,1,0
Male,47,African-American,0,6,0,0,5,F,Possession of Cocaine,0,6,5,0
Male,22,Caucasian,0,4,0,1,0,F,Grand Theft in the 3rd Degree,0,4,0,0
Female,36,Caucasian,0,2,0,0,0,F,Possession of Cocaine,0,2,0,0
Female,36,Hispanic,0,3,0,0,1,M,Battery,0,3,1,0
Male,41,Caucasian,0,3,0,0,4,F,Possession Of Heroin,1,3,4,1
Male,37,African-American,0,2,0,0,2,M,Compulsory Attendance Violation,0,2,2,0
Male,21,African-American,0,4,0,0,2,F,Grand Theft in the 3rd Degree,0,4,2,0
Male,25,African-American,0,6,3,1,6,M,Viol Prot Injunc Repeat Viol,0,6,6,0
Male,27,Hispanic,0,4,0,0,1,F,Possession of Hydrocodone,1,4,1,1
Female,31,Hispanic,0,3,0,0,2,F,Drivg While Lic Suspd/Revk/Can,1,3,2,1
Male,24,African-American,0,8,0,1,7,M,Prowling/Loitering,1,8,7,1
Male,33,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,46,Caucasian,0,5,0,0,5,F,arrest case no charge,0,5,5,0
Female,44,Caucasian,0,2,0,0,3,F,Poss Pyrrolidinovalerophenone,1,2,3,1
Male,46,Caucasian,0,2,0,0,0,F,Aggravated Assault W/dead Weap,1,2,0,1
Female,28,African-American,0,2,0,0,1,F,Grand Theft (Motor Vehicle),0,2,1,0
Male,28,African-American,1,5,0,0,5,F,arrest case no charge,1,5,5,1
Male,66,African-American,0,2,0,0,5,F,Possession of Cocaine,1,2,5,1
Male,20,Caucasian,0,3,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,3,0,0
Male,27,African-American,0,3,0,0,2,F,Driving While License Revoked,0,3,2,0
Female,24,Other,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0,4,0,0
Male,25,African-American,0,3,0,0,3,F,Aggravated Battery / Pregnant,1,3,3,1
Male,31,Caucasian,0,9,0,0,8,M,Battery,0,9,8,0
Female,39,African-American,0,5,0,0,1,F,arrest case no charge,0,5,1,0
Female,41,African-American,0,4,0,0,7,F,Possession of Cannabis,1,4,7,1
Male,26,African-American,0,2,0,0,0,F,Crim Use of Personal ID Info,0,2,0,0
Male,25,African-American,0,5,0,0,2,M,Operating W/O Valid License,1,5,2,1
Male,35,African-American,0,2,0,0,5,F,Carrying Concealed Firearm,0,2,5,0
Male,55,Hispanic,0,1,0,0,0,M,Battery,0,1,0,0
Male,22,African-American,0,9,0,0,2,F,Grand Theft Dwell Property,1,9,2,1
Female,29,Other,0,2,0,0,2,M,Battery,1,2,2,1
Male,25,African-American,0,9,0,0,7,F,Burglary Conveyance Unoccup,1,9,7,1
Male,50,Caucasian,0,6,0,0,18,M,Petit Theft $100- $300,1,6,18,1
Female,27,Caucasian,0,2,0,0,2,M,Driving License Suspended,0,2,2,0
Male,50,Hispanic,0,1,0,0,5,F,Felony Driving While Lic Suspd,1,1,5,1
Female,20,Caucasian,0,6,0,0,0,M,Battery,1,6,0,1
Male,56,Caucasian,0,7,0,0,5,M,arrest case no charge,1,7,5,0
Male,25,African-American,0,8,0,0,5,F,Pos Cannabis W/Intent Sel/Del,1,8,5,1
Female,48,African-American,0,1,0,0,1,F,Possess Controlled Substance,0,1,1,0
Male,21,African-American,0,9,0,0,1,F,Burglary Unoccupied Dwelling,0,9,1,0
Male,31,Caucasian,0,1,0,0,2,M,Battery,1,1,2,1
Male,35,Caucasian,0,2,0,0,0,M,Expired DL More Than 6 Months,0,2,0,0
Male,25,Hispanic,0,7,0,0,6,M,Battery,1,7,6,1
Male,34,African-American,0,3,0,0,2,F,Carrying Concealed Firearm,1,3,2,1
Male,32,African-American,0,7,0,0,0,F,Aggravated Battery / Pregnant,0,7,0,0
Male,33,Hispanic,0,2,0,0,1,M,Susp Drivers Lic 1st Offense,0,2,1,0
Female,31,African-American,0,3,0,0,1,F,Felony Battery (Dom Strang),1,3,1,1
Male,29,African-American,0,6,0,0,6,F,arrest case no charge,1,6,6,1
Male,25,African-American,0,8,0,0,2,F,arrest case no charge,0,8,2,0
Male,26,African-American,0,8,0,0,13,M,Unlawful Use Of Police Badges,1,8,13,0
Female,44,Hispanic,0,1,0,0,0,M,Battery,0,1,0,0
Male,31,African-American,0,7,0,0,11,M,Battery,1,7,11,1
Male,28,African-American,0,2,0,0,3,M,Petit Theft,1,2,3,1
Female,47,Hispanic,0,1,0,0,1,F,Burglary Conveyance Unoccup,0,1,1,0
Female,27,African-American,0,9,1,0,10,F,arrest case no charge,1,9,10,1
Male,24,African-American,0,9,0,2,0,F,Deliver Cocaine,1,9,0,1
Male,49,Caucasian,0,1,0,0,0,F,Felony Driving While Lic Suspd,0,1,0,0
Female,40,Caucasian,0,2,0,0,0,F,Possession of Cocaine,0,2,0,0
Male,22,African-American,0,6,0,0,4,M,Driving License Suspended,0,6,4,0
Male,28,African-American,0,2,0,0,5,F,arrest case no charge,1,2,5,1
Female,51,Caucasian,0,1,0,0,1,F,Possession of Hydrocodone,0,1,1,0
Male,24,African-American,0,6,0,0,2,F,Possession of Hydromorphone,1,6,2,1
Male,49,Caucasian,0,1,0,0,1,M,Battery,0,1,1,0
Male,33,Caucasian,0,7,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,7,0,1
Male,34,African-American,0,3,0,0,6,F,Deliver Cocaine,1,3,6,1
Male,30,African-American,0,8,0,1,8,M,Battery,1,8,8,1
Male,44,Caucasian,0,7,0,0,0,F,Burglary Conveyance Unoccup,1,7,0,1
Male,41,African-American,0,6,0,3,12,F,Possession Of Alprazolam,1,6,12,1
Male,46,Caucasian,0,1,0,0,0,F,Manufacture Cannabis,0,1,0,0
Male,57,African-American,0,1,0,0,2,M,arrest case no charge,0,1,2,0
Female,44,Caucasian,0,3,0,0,1,M,Battery,0,3,1,0
Male,32,African-American,0,9,0,0,0,F,Possession of Cannabis,0,9,0,0
Male,36,African-American,0,9,0,0,1,M,Battery,0,9,1,0
Male,30,African-American,0,8,0,0,1,M,Battery,0,8,1,0
Male,28,African-American,0,2,0,0,0,M,Manage Busn W/O City Occup Lic,0,2,0,0
Male,31,Caucasian,0,4,0,0,3,M,Battery,1,4,3,1
Male,29,African-American,1,10,0,0,8,F,Possession of Cocaine,1,10,8,1
Male,21,African-American,0,5,0,0,1,M,Burglary Unoccupied Dwelling,0,5,1,0
Male,23,African-American,1,8,0,0,5,F,Possession Burglary Tools,1,8,5,1
Male,27,Other,0,1,0,0,0,M,Battery,0,1,0,0
Male,25,Caucasian,0,9,0,0,4,F,Possession Of Alprazolam,0,9,4,0
Female,49,African-American,0,10,0,0,25,F,Felony Petit Theft,1,10,25,1
Male,35,Other,0,5,0,0,2,F,Grand Theft in the 3rd Degree,0,5,2,0
Male,35,Hispanic,0,2,0,0,0,F,Tamper With Witness/Victim/CI,1,2,0,1
Female,25,African-American,0,8,0,0,1,M,Battery,1,8,1,1
Male,32,Hispanic,1,7,0,0,2,M,arrest case no charge,1,7,2,1
Male,35,African-American,0,6,0,0,9,F,Tampering With Physical Evidence,0,6,9,0
Male,33,Caucasian,0,3,0,0,4,M,Driving Under The Influence,0,3,4,0
Male,38,Caucasian,0,1,0,0,8,F,arrest case no charge,0,1,8,0
Male,32,African-American,0,9,0,0,0,M,Operating W/O Valid License,0,9,0,0
Female,23,African-American,0,4,0,0,0,M,Disorderly Conduct,0,4,0,0
Male,67,African-American,0,2,0,0,3,F,Aggrav Battery w/Deadly Weapon,0,2,3,0
Male,23,African-American,1,10,1,2,4,F,Burglary Unoccupied Dwelling,0,10,4,0
Female,26,African-American,0,8,0,0,0,M,Opert With Susp DL 2nd Offens,0,8,0,0
Male,31,African-American,0,8,0,0,9,F,Possession of Cocaine,1,8,9,1
Male,22,African-American,0,4,0,0,0,M,Battery,1,4,0,1
Female,20,Caucasian,0,8,0,0,0,F,Poss Pyrrolidinovalerophenone,1,8,0,1
Male,24,African-American,0,3,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0,3,1,0
Male,37,African-American,0,7,0,0,0,M,Susp Drivers Lic 1st Offense,0,7,0,0
Male,29,African-American,0,5,0,0,0,F,Possession Of Methamphetamine,0,5,0,0
Male,34,Other,0,2,0,0,0,F,Felony Battery (Dom Strang),0,2,0,0
Male,29,African-American,0,7,0,1,9,F,Deliver Cocaine 1000FT School,1,7,9,1
Male,49,Caucasian,0,1,0,0,3,F,Agg Battery Grt/Bod/Harm,0,1,3,0
Male,31,African-American,0,2,0,0,2,F,arrest case no charge,0,2,2,0
Male,59,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,39,African-American,0,1,0,0,2,M,Resist/Obstruct W/O Violence,1,1,2,1
Male,23,African-American,0,5,0,1,1,F,Possession Burglary Tools,0,5,1,0
Male,27,African-American,0,1,0,0,3,F,arrest case no charge,1,1,3,1
Male,22,African-American,0,9,0,0,1,F,Uttering a Forged Instrument,0,9,1,0
Male,21,Caucasian,0,9,0,0,0,F,Burglary Conveyance Unoccup,1,9,0,1
Male,36,African-American,0,1,0,0,0,F,Aggravated Battery,0,1,0,0
Male,30,African-American,0,6,0,1,10,F,arrest case no charge,1,6,10,1
Male,31,Caucasian,0,7,0,0,3,M,Driving Under The Influence,0,7,3,0
Female,29,Hispanic,0,3,0,0,0,M,Disorderly Conduct,0,3,0,0
Male,47,Other,0,1,0,0,5,M,Possess Cannabis/20 Grams Or Less,1,1,5,1
Male,25,African-American,0,10,0,0,7,F,Grand Theft in the 3rd Degree,1,10,7,0
Male,26,Caucasian,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0,2,0,0
Male,24,African-American,0,4,0,0,0,M,Battery,0,4,0,0
Male,43,Other,0,1,0,0,1,F,Possession of Cocaine,0,1,1,0
Male,27,African-American,1,9,2,0,11,F,Deliver Cocaine,0,9,11,0
Male,28,Caucasian,0,4,0,0,4,F,arrest case no charge,0,4,4,0
Female,33,Other,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0,2,0,0
Male,54,Caucasian,0,3,0,0,3,F,Grand Theft in the 3rd Degree,1,3,3,1
Male,57,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,54,Caucasian,0,9,0,0,11,F,Possession of Cocaine,1,9,11,1
Male,30,African-American,0,2,0,0,2,F,Burglary Unoccupied Dwelling,0,2,2,0
Male,27,Other,0,1,0,0,0,M,Battery,0,1,0,0
Female,31,African-American,0,8,0,0,4,F,Aggrav Battery w/Deadly Weapon,0,8,4,0
Male,29,Caucasian,0,3,0,0,0,F,Possession of Cocaine,0,3,0,0
Female,29,Hispanic,0,2,0,0,0,M,Battery,1,2,0,1
Male,33,Hispanic,0,3,0,0,2,M,Driving License Suspended,0,3,2,0
Male,22,African-American,0,4,0,0,0,M,Battery,0,4,0,0
Male,28,African-American,0,3,0,0,2,F,arrest case no charge,1,3,2,0
Male,35,African-American,0,8,0,0,0,M,Battery,1,8,0,1
Male,29,African-American,0,1,0,0,2,F,Resist Officer w/Violence,1,1,2,1
Male,30,African-American,0,7,1,0,14,F,Driving While License Revoked,1,7,14,0
Female,44,African-American,0,2,0,0,1,M,Aggrav Child Abuse-Agg Battery,0,2,1,0
Male,27,African-American,0,10,0,0,2,F,Tampering With Physical Evidence,1,10,2,1
Female,63,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,27,African-American,0,5,0,0,6,F,Possession of Cocaine,1,5,6,1
Male,34,Other,0,2,0,0,3,M,Battery,0,2,3,0
Male,36,Caucasian,0,8,0,0,0,F,Possession of Cocaine,1,8,0,1
Male,31,African-American,0,10,0,1,5,F,arrest case no charge,1,10,5,1
Male,21,African-American,0,8,0,0,0,F,Carrying Concealed Firearm,0,8,0,0
Male,23,Caucasian,0,3,0,0,1,F,Grand Theft in the 3rd Degree,0,3,1,0
Male,55,African-American,0,5,0,0,1,F,arrest case no charge,0,5,1,0
Male,40,African-American,0,3,0,0,1,F,arrest case no charge,0,3,1,0
Male,30,African-American,0,5,0,0,3,M,Battery,1,5,3,1
Male,41,African-American,0,5,0,0,1,M,Battery,0,5,1,0
Male,56,Caucasian,0,1,0,0,0,M,Driving Under The Influence,0,1,0,0
Male,23,African-American,0,3,0,0,1,F,Possession of Codeine,1,3,1,1
Male,61,African-American,0,2,0,0,14,M,Poss Of Controlled Substance,1,2,14,0
Male,22,Hispanic,0,7,0,0,0,F,Dealing in Stolen Property,1,7,0,1
Male,20,African-American,0,6,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,6,0,1
Male,49,Caucasian,0,1,0,0,2,F,Felony/Driving Under Influence,1,1,2,1
Male,31,African-American,2,6,0,0,6,F,Felony Battery (Dom Strang),0,6,6,0
Male,50,African-American,0,5,0,0,7,F,arrest case no charge,1,5,7,1
Female,31,African-American,0,2,0,0,3,M,Battery,1,2,3,1
Male,32,African-American,1,10,0,2,4,F,Poss Cocaine/Intent To Del/Sel,0,10,4,0
Female,26,Caucasian,0,6,0,0,7,F,Possession of Oxycodone,1,6,7,1
Male,44,African-American,0,1,0,0,0,F,Felony Battery (Dom Strang),1,1,0,1
Male,56,Other,0,1,0,0,0,M,Battery,0,1,0,0
Male,62,African-American,0,1,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,1,0,0
Male,43,African-American,0,1,0,0,3,F,Felony Driving While Lic Suspd,1,1,3,1
Male,31,Hispanic,2,9,1,0,8,M,arrest case no charge,1,9,8,1
Female,24,African-American,0,4,0,0,1,M,Battery,1,4,1,1
Male,41,African-American,0,10,0,0,13,F,Possession Of Carisoprodol,1,10,13,1
Male,23,Caucasian,0,5,0,0,0,M,Battery,0,5,0,0
Male,25,African-American,0,4,0,0,1,F,Lewd or Lascivious Molestation,0,4,1,0
Male,53,Other,0,1,0,0,0,M,Battery,0,1,0,0
Male,67,Caucasian,0,1,0,0,0,M,Battery,0,1,0,0
Male,38,Hispanic,0,1,0,0,0,M,Battery,0,1,0,0
Male,40,Other,0,1,0,0,1,F,arrest case no charge,0,1,1,0
Male,20,African-American,0,6,0,0,0,F,Threat Public Servant,1,6,0,1
Female,45,Other,0,1,0,0,1,F,arrest case no charge,0,1,1,0
Male,29,African-American,1,8,0,0,3,M,Battery,1,8,3,1
Male,32,Hispanic,0,2,0,0,0,M,Battery,0,2,0,0
Female,34,Caucasian,0,2,0,1,0,F,Possession of Cocaine,1,2,0,1
Male,23,African-American,0,10,0,0,1,M,Prowling/Loitering,1,10,1,1
Female,39,Other,0,1,0,0,0,F,Criminal Mischief,0,1,0,0
Male,29,African-American,0,2,0,0,0,F,Felony Battery w/Prior Convict,0,2,0,0
Male,46,African-American,0,1,0,0,4,F,arrest case no charge,0,1,4,0
Male,31,African-American,0,8,0,0,9,M,Battery,1,8,9,1
Male,24,African-American,0,2,0,0,1,M,Battery,0,2,1,0
Male,28,African-American,0,1,0,0,1,F,arrest case no charge,1,1,1,1
Female,25,African-American,0,4,0,0,0,M,Battery,1,4,0,1
